"CRN","MC_BAG_IND","MC_DVR_BOOTS_IND","MC_DVR_EDC_IND","MC_DVR_EYEPRT_IND","MC_DVR_HLMT_TYPE","MC_DVR_HLMTDOT_IND","MC_DVR_HLMTON_IND","MC_DVR_LNGPNTS_IND","MC_DVR_LNGSLV_IND","MC_ENGINE_SIZE","MC_PASSNGR_IND","MC_PAS_BOOTS_IND","MC_PAS_EYEPRT_IND","MC_PAS_HLMTDOT_IND","MC_PAS_HLMTON_IND","MC_PAS_HLMT_TYPE","MC_PAS_LNGPNTS_IND","MC_PAS_LNGSLV_IND","MC_TRAIL_IND","UNIT_NUM"
2021084091,"N","N","U","N","0","N","N","N","Y","00400","N"," "," "," "," "," "," "," ","N",2
2021019286,"Y","Y","Y","Y","0","N","N","Y","Y","00600","N"," "," "," "," "," "," "," ","N",1
2021048871,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2021075192,"N","U","U","U","1","U","U","U","U","00750","N"," "," "," "," "," "," "," ","N",1
2021078170,"N","U","U","U","0","N","N","U","N","00650","Y","U","U","N","N","0","U","N","N",1
2021102270,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","U",1
2021071544,"U","U","U","U","9","U","U","U","U","00900","N"," "," "," "," "," "," "," ","N",1
2021099122," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021088054,"Y","Y","U","N","0","N","N","Y","Y","00600","N"," "," "," "," "," "," "," ","N",1
2021075116,"N","N","N","N","0","N","N","Y","N","00125","N"," "," "," "," "," "," "," ","N",1
2021036667,"N","U","U","N","0","N","N","Y","Y","00644","N"," "," "," "," "," "," "," ","N",1
2021049746,"N","N","N","N","0","N","N","Y","Y","00156","N"," "," "," "," "," "," "," ","N",1
2021045427,"N","Y","U","N","0","N","N","Y","N","00883","N"," "," "," "," "," "," "," ","N",1
2021070513,"Y","Y","Y","Y","1","Y","Y","Y","Y","00645","N"," "," "," "," "," "," "," ","N",2
2021057109," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021057155,"U","U","U","U","9","U","U","U","U","00000","U"," "," "," "," "," "," "," ","U",1
2021069708,"N","U","Y","Y","1","U","N","Y","U","01000","N"," "," "," "," "," "," "," ","N",1
2021031924," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021012802," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021047524,"U","N","U","N","0","N","N","N","N","01000","N"," "," "," "," "," "," "," ","N",1
2021077439," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021064345,"U","U","U","U","9","U","U","U","U","00120","N"," "," "," "," "," "," "," ","N",3
2021084715,"U","U","U","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2021069915," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021049754," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021047243,"N","N","U","N","0","N","N","N","N","00000","N"," "," "," "," "," "," "," ","N",1
2021084827,"N","U","N","U","9","U","U","U","U","00200","N"," "," "," "," "," "," "," ","N",1
2021103286," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2021001066," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021007465,"N","Y","N","N","1","U","N","Y","Y","99999","N"," "," "," "," "," "," "," ","N",1
2021039460,"N","U","Y","N","9","U","U","U","U","00750","N"," "," "," "," "," "," "," ","N",2
2021096170,"N","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2021032419,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2021034103,"N","N","Y","Y","1","Y","N","Y","U","00650","N"," "," "," "," "," "," "," ","N",1
2021081719," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021047830,"N","N","N","Y","1","Y","Y","Y","N","00300","N"," "," "," "," "," "," "," ","N",1
2021070364,"N","N","U","U","0","N","N","Y","Y","00250","N"," "," "," "," "," "," "," ","N",2
2021087455,"N","U","U","N","0","N","N","Y","Y","00100","N"," "," "," "," "," "," "," ","N",2
2021112584,"N","N","N","N","0","N","N","Y","N","00125","N"," "," "," "," "," "," "," ","N",2
2021088112,"U","N","U","N","0","N","N","Y","N","00000","N"," "," "," "," "," "," "," ","N",2
2021076271,"N","U","U","U","0","N","N","N","N","00600","N"," "," "," "," "," "," "," ","N",1
2021039733,"Y","Y","U","Y","1","U","U","Y","Y","01340","N"," "," "," "," "," "," "," ","N",1
2021064201," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021081818,"N","N","U","N","0","N","N","N","N","00250","N"," "," "," "," "," "," "," ","N",1
2021037301,"U","Y","U","N","3","U","Y","Y","Y","00350","N"," "," "," "," "," "," "," ","N",1
2021064376,"N","N","N","N","0","N","N","U","N","01000","N"," "," "," "," "," "," "," ","N",2
2021079711," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021040556,"N","Y","U","Y","3","Y","Y","Y","Y","00400","N"," "," "," "," "," "," "," ","N",2
2021081734," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021102109,"Y","Y","U","U","9","U","U","Y","Y","00100","Y","N","U","U","Y","3","Y","Y","N",2
2021059206,"N","N","U","N","0","N","N","N","N","00750","N"," "," "," "," "," "," "," ","N",1
2021107768,"N","N","N","N","0","N","N","N","N","00000","N"," "," "," "," "," "," "," ","N",1
2021033406,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2021039739,"N","U","U","N","0","N","N","Y","Y","00049","N"," "," "," "," "," "," "," ","N",1
2021104496,"N","N","U","U","9","U","U","Y","Y","00750","N"," "," "," "," "," "," "," ","N",2
2021108004," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021103179,"N","U","Y","Y","1","Y","Y","Y","U","00600","N"," "," "," "," "," "," "," ","N",2
2021114750,"N","U","U","N","0","N","N","Y","Y","01450","N"," "," "," "," "," "," "," ","N",1
2021040153,"N","N","U","U","9","N","U","Y","U","00800","N"," "," "," "," "," "," "," ","N",1
2021086701," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2021072020," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021083323," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021083503," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021006009,"N","U","U","U","9","U","U","Y","Y","00300","N"," "," "," "," "," "," "," ","N",2
2021025009," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021041091," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021031405,"N","U","U","U","9","U","U","U","U","99999","Y","N","Y","U","Y","1","Y","Y","N",1
2021035522,"U","U","U","U","0","U","N","Y","N","00650","Y","U","U","U","N","0","N","N","N",1
2021096394," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021039737,"N","N","N","N","0","N","N","N","N","00250","N"," "," "," "," "," "," "," ","N",2
2021084027," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021128257,"N","U","U","U","1","U","U","U","U","00000","N"," "," "," "," "," "," "," ","N",1
2021064185,"N","Y","Y","Y","9","U","U","Y","Y","01200","Y","Y","N","U","U","9","N","N","N",2
2021083696,"N","U","U","U","0","N","N","Y","Y","00800","N"," "," "," "," "," "," "," ","N",1
2021046387," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021077898," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021087738," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2021071001,"N","U","U","U","9","U","U","U","U","00000","N"," "," "," "," "," "," "," ","N",2
2021072651,"U","U","U","N","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2021124137,"Y","Y","U","U","9","U","U","Y","Y","01450","N"," "," "," "," "," "," "," ","N",1
2021024508," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2021038480,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2021064319," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021098396," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021069882,"N","U","U","U","9","U","U","U","U","00150","N"," "," "," "," "," "," "," ","N",1
2021049666,"U","U","U","U","1","U","U","U","N","99999","N"," "," "," "," "," "," "," ","U",2
2021091889," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021090672,"N","N","Y","Y","1","U","N","U","U","00600","N"," "," "," "," "," "," "," ","N",1
2021114392,"N","U","N","U","9","U","U","U","U","99999","Y","U","U","U","U","9","U","U","N",1
2021091719,"Y","N","U","N","0","N","N","Y","N","00805","N"," "," "," "," "," "," "," ","N",1
2021006052," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021031270," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021053601," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021053651,"N","N","U","N","0","N","N","U","N","00196","N"," "," "," "," "," "," "," ","N",2
2021070368,"N","U","U","U","1","Y","Y","U","U","00399","N"," "," "," "," "," "," "," ","N",1
2021065169,"U","U","U","U","9","U","U","U","U","00000","N"," "," "," "," "," "," "," ","U",1
2021098378,"N","N","U","N","0","N","N","Y","Y","00998","N"," "," "," "," "," "," "," ","N",1
2021044251,"Y","U","Y","Y","0","N","N","U","U","01731","Y","U","Y","N","N","0","U","U","N",2
2021122163,"N","Y","U","Y","1","U","U","Y","Y","00650","N"," "," "," "," "," "," "," ","N",2
2021071934,"N","N","U","U","0","N","N","U","N","01450","N"," "," "," "," "," "," "," ","N",1
2021057140," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021087834," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021084725,"N","N","N","N","0","N","N","N","N","99999","N"," "," "," "," "," "," "," ","N",3
2022000139,"U","U","U","U","9","U","U","U","U","09999","U"," "," "," "," "," "," "," ","U",1
2021051167," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021065791,"N","N","N","Y","1","U","Y","Y","Y","00636","N"," "," "," "," "," "," "," ","N",1
2021046917," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2021100820,"N","N","U","N","1","Y","N","Y","Y","00600","N"," "," "," "," "," "," "," ","N",1
2021104116,"U","U","U","N","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2021000649,"N","U","Y","U","9","U","U","Y","Y","00899","N"," "," "," "," "," "," "," ","N",1
2021047248,"N","U","U","N","0","N","U","U","U","00350","N"," "," "," "," "," "," "," ","N",1
2021064323,"N","N","U","U","0","N","N","Y","N","00125","U"," "," "," "," "," "," "," ","N",1
2021101627,"N","N","Y","Y","1","Y","Y","Y","Y","00500","N"," "," "," "," "," "," "," ","N",2
2021087399,"N","N","N","N","0","N","N","Y","Y","01000","N"," "," "," "," "," "," "," ","N",1
2021124889,"N","N","Y","N","0","N","N","Y","N","00050","N"," "," "," "," "," "," "," ","N",1
2021035729," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021062694,"Y","N","Y","Y","0","N","N","Y","N","01200","N"," "," "," "," "," "," "," ","N",1
2021035522,"U","U","U","U","0","U","U","Y","N","00900","N"," "," "," "," "," "," "," ","N",2
2021085822," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021086337," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021093205," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021010073," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2021047705," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021049079,"N","N","U","U","0","N","N","Y","N","00050","N"," "," "," "," "," "," "," ","N",2
2021062312,"N","N","U","Y","1","Y","Y","N","N","01300","N"," "," "," "," "," "," "," ","N",1
2021098313," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021057253," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021114685,"N","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2021109579,"N","U","U","U","2","N","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2021127205," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2021048760," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021028657," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021096549," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021069920,"U","N","U","N","0","N","N","Y","N","00250","N"," "," "," "," "," "," "," ","N",1
2021093842,"N","U","U","U","9","U","U","U","U","00649","U"," "," "," "," "," "," "," ","N",1
2021090228," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021085691,"N","Y","Y","U","1","U","Y","Y","Y","01200","Y","Y","U","U","Y","1","Y","Y","N",2
2021047280,"N","N","N","N","0","N","N","N","N","00060","N"," "," "," "," "," "," "," ","N",1
2021070392," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2021076218,"N","U","U","U","0","N","N","U","U","01330","N"," "," "," "," "," "," "," ","N",1
2021075347," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021091824," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021111361," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021098008," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021025521," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2021024574,"N","N","U","N","0","N","N","Y","Y","00000","N"," "," "," "," "," "," "," ","N",1
2021055088,"N","N","N","N","0","N","N","Y","N","00150","N"," "," "," "," "," "," "," ","N",1
2021064205,"N","Y","Y","Y","0","N","N","Y","Y","00600","N"," "," "," "," "," "," "," ","N",1
2021106890,"N","Y","N","Y","1","Y","Y","Y","Y","00500","N"," "," "," "," "," "," "," ","N",2
2021101382,"N","U","N","N","0","N","N","U","U","99999","Y","U","N","N","N","0","U","U","N",1
2021012324," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021014695,"N","U","U","N","9","U","U","U","U","01000","N"," "," "," "," "," "," "," ","N",3
2021059525,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2021114711," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021107690,"N","Y","N","Y","1","Y","Y","Y","Y","01100","N"," "," "," "," "," "," "," ","N",1
2021070936,"N","U","U","N","0","N","N","Y","Y","01300","N"," "," "," "," "," "," "," ","N",1
2021091995,"N","N","N","Y","1","U","N","N","N","01000","N"," "," "," "," "," "," "," ","N",2
2021106993," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021092404," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2021104678," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021043997," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021058392," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021040557,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2021074612," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021014695,"N","U","U","N","9","U","U","U","U","01000","N"," "," "," "," "," "," "," ","N",1
2021058295," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021086067,"Y","N","U","U","0","N","N","U","U","01000","N"," "," "," "," "," "," "," ","N",2
2021040131,"U","U","U","N","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2021098754,"N","U","U","U","9","U","U","U","U","00600","N"," "," "," "," "," "," "," ","N",1
2021043994,"N","U","U","U","9","U","U","U","U","00918","N"," "," "," "," "," "," "," ","N",1
2021024561,"U","N","N","N","0","N","U","Y","U","99999","N"," "," "," "," "," "," "," ","N",2
2021071046,"N","N","N","Y","1","N","N","Y","Y","99999","N"," "," "," "," "," "," "," ","N",2
2021038486,"N","Y","N","N","1","Y","N","Y","N","01000","N"," "," "," "," "," "," "," ","N",1
2021072877," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021098302,"Y","U","U","Y","1","U","U","U","U","00050","N"," "," "," "," "," "," "," ","N",2
2021076057," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021121650,"U","N","U","N","0","N","N","U","N","00600","N"," "," "," "," "," "," "," ","N",1
2021113254," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021093364,"N","N","U","N","0","N","N","Y","Y","00398","N"," "," "," "," "," "," "," ","N",1
2021021671,"Y","Y","U","Y","3","U","Y","Y","Y","01500","N"," "," "," "," "," "," "," ","N",2
2021039306," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021042989,"Y","Y","U","Y","1","U","Y","Y","Y","00745","N"," "," "," "," "," "," "," ","N",2
2021048045,"Y","Y","U","Y","3","Y","Y","Y","Y","00900","N"," "," "," "," "," "," "," ","N",1
2021042345," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021073724,"Y","Y","Y","Y","3","U","U","Y","Y","01746","N"," "," "," "," "," "," "," ","N",1
2021083151,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2021040560,"U","U","U","U","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2021101093," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021028043,"N","U","U","U","9","U","U","U","U","00300","N"," "," "," "," "," "," "," ","N",2
2021037297,"N","N","N","N","0","N","N","Y","N","00636","N"," "," "," "," "," "," "," ","N",1
2021057094,"N","Y","U","Y","1","U","Y","Y","Y","01200","N"," "," "," "," "," "," "," ","N",1
2021064407,"N","U","U","U","9","U","U","U","U","00600","N"," "," "," "," "," "," "," ","N",1
2021069906,"N","N","N","N","9","N","U","Y","N","00000","N"," "," "," "," "," "," "," ","N",1
2021119421," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021099994,"N","U","N","N","9","U","U","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2021110507,"N","Y","N","N","0","N","N","Y","Y","00550","N"," "," "," "," "," "," "," ","N",1
2021044016,"U","N","U","N","0","N","N","U","U","01800","N"," "," "," "," "," "," "," ","N",2
2021046950,"N","U","U","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2021073733," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",1
2021072492," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021109664," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021072036," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021090952,"N","N","U","U","9","U","U","Y","U","00600","N"," "," "," "," "," "," "," ","N",2
2021076377,"N","Y","U","Y","1","Y","Y","Y","Y","00600","N"," "," "," "," "," "," "," ","N",1
2021047031,"N","U","N","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",1
2021096351,"N","U","U","U","9","U","U","U","U","00400","U"," "," "," "," "," "," "," ","N",1
2021094437,"N","U","U","U","9","U","U","U","U","00000","N"," "," "," "," "," "," "," ","N",1
2021085726," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021048873," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021031033,"N","N","U","N","1","U","N","Y","Y","01298","N"," "," "," "," "," "," "," ","N",1
2021075908,"N","U","U","U","9","U","U","U","U","00000","N"," "," "," "," "," "," "," ","N",1
2021085968,"U","U","U","N","0","N","N","U","U","99999","N"," "," "," "," "," "," "," ","N",2
2021064235," "," "," "," "," "," "," "," "," ","     "," "," "," "," "," "," "," "," "," ",2
2021071374,"N","N","N","N","0","N","N","Y","N","01300","N"," "," "," "," "," "," "," ","N",1
2021097634,"N","N","Y","Y","1","U","N","Y","Y","00430","N"," "," "," "," "," "," "," ","N",1
2021044773,"U","U","U","U","0","N","N","U","U","00002","N"," "," "," "," "," "," "," ","U",2
2021071026,"N","U","U","Y","1","Y","Y","Y","Y","01000","Y","U","Y","U","Y","1","U","U","N",2
