"CRN","ACCESS_CTRL","ADJ_RDWY_SEQ","LANE_COUNT","OFFSET","RDWY_COUNTY","RDWY_ORIENT","RDWY_SEQ_NUM","ROAD_OWNER","ROUTE","SEGMENT","SPEED_LIMIT","STREET_NAME"
"2020073543","","6","01","","67","W","4","4","","","20","INDIANA AV"
"2020048722","","3","01","","67","W","3","4","","","20","SPRUCE ST"
"2020055850","","3","01","","67","S","4","4","","","25","N 22ND ST"
"2020018812","","3","02","","67","W","3","4","","","20","SPRUCE ST"
"2020004730","3","4","2","0","67","S","4","2","1015","0041","35","KNIGHTS RD"
"2020008755","","3","02","","67","N","4","4","","","20","CLARIDGE ST"
"2020065839","3","5","2","0","67","N","5","2","3013","0010","35","ISLAND AV"
"2020054453","3","3","2","1211","67","B","3","2","4007","0050","25","WASHINGTON LN"
"2020035077","3","3","2","1334","67","W","3","2","2002","0050","25","SNYDER AV"
"2020062673","3","4","3","1212","67","N","3","2","6001","0200","40","ROOSEVELT BL"
"2020053455","3","3","2","0","67","N","3","2","1007","0100","35","STATE RD"
"2020062295","3","3","4","564","67","N","3","2","0611","0150","30","BROAD ST"
"2020065336","","3","02","","67","W","3","4","","","20","VINE ST"
"2020068795","3","3","02","0","67","S","3","2","1004","0110","30","TORRESDALE AV"
"2020024102","","3","04","","67","E","3","4","","","25","E HUNTING PARK AV"
"2020069458","","5","02","","67","E","5","4","","","","DEVEREAUX AV"
"2020041221","3","3","1","286","67","N","3","2","1013","0100","35","ACADEMY RD"
"2020065127","","5","02","","67","E","5","4","","","","ALBERT EINSTEIN DR"
"2020104034","1","3","3","1417","67","N","3","2","0001","0100","50","ROOSEVELT BOULEVARD EX"
"2020061512","","5","02","","67","W","4","4","","","25","MONTGOMERY DR"
"2020027400","","3","02","","67","S","4","4","","","20","N 8TH ST"
"2020045849","","4","02","","67","S","4","4","","","25","STENTON AV"
"2020108035","","4","99","","67","E","4","4","","","20","COULTER ST"
"2020025172","1","3","3","3408","67","W","3","1","0676","0003","55","VINE STREET EX"
"2021000087","","3","02","","67","S","3","4","","","25","45TH ST"
"2020017916","","4","02","","67","E","3","4","","","25","LYCOMING ST"
"2020006088","","5","01","","67","N","5","4","","","20","N 23RD ST"
"2020080311","3","4","3","2275","67","S","4","2","0611","0071","30","BROAD ST"
"2020077502","","5","02","","67","N","5","4","","","","THIRTYSECOND ST"
"2020068793","","3","02","","67","N","3","4","","","25","CHURCH ST"
"2020029907","3","3","3","1116","67","N","3","2","0532","0090","35","BUSTLETON AV"
"2020065774","","4","01","","67","W","3","4","","","","TIOGA ST"
